sentence,label
Although breast milk considered major source transmission transfusion-transmitted CMV TT-CMV infection often suspected CMV disease develops transfusion,2
Tea red wine cocoa good source flavanols highly consumed food might contribute prevent diabetes,1
This review synthesized evidence relation tea consumption risk cardiovascular disease CVD all-cause mortality among generally healthy adult,2
A Cretan Mediterranean diet high olive oil whole grain fruit vegetable legume low cholesterol saturated fat reduce stroke 40 high-risk patient,1
Diosgenin yam-derived compound found facilitate repair axonal atrophy synaptic degeneration improve memory dysfunction transgenic mouse model Alzheimer disease AD,1
Current experimental study support beneficial role extra-virgin olive oil EVOO several inflammatory disease,1
Also excessive intake fat high-calorie food also related development obesity contributes development CVD,0
Some bath oil skin cream used treating AD contain peanut oil suggested exposure peanut allergen disrupted skin barrier potential cause PA,1
Our previous study verified grape seed procyanidin B2 GSPB2 played protective effect hepatic damage diabetes,1
Children inflammatory bowel disease IBDs risk developing nutrition deficiency particularly reduced intake restrictive diet malabsorption excessive nutrient loss,2
Oil tea traditionally used minority population China treating various ailment traditional Chinese medicine,1
Infectious bronchitis IB affect chicken age pose major economic loses poultry industry worldwide,2
This led double burden malnutrition DBM,2
These finding might provide experimental support beneficial nutritional property olive olive oil well chemical scaffold development new drug aiming neurodegenerative tauopathies,2
Taraxacum officinale L. commonly called dandelion used century natural medicine treat inflammatory disease including metabolic alteration associated obesity,1
Milk consumption accepted strategy building peak bone mass therefore may reduce risk osteoporosis,1
Glasshouse pathogenicity test avocado Persea americana seedling confirmed Calonectria ilicicola severe pathogen avocado causing stunting wilting seedling death within 5 week inoculation,2
New symptom hypersensitivity caused chemotherapy drug monoclonal antibody biological agent suggested recognized anaphylaxis phenotype,0
Milk dairy product may contribute prevention physical cognitive impairment,1
Allergen Glb33 important allergen rice cause allergic reaction asthma atopic dermatitis,0
Oats product believed contain many bioactives posse potential beneficial property chronic disease,1
Epidemiological study suggest Mediterranean diet rich virgin olive oil decrease risk cardiovascular disease,1
In context extra virgin olive oil EVOO representative component diet seems relevant lowering incidence cardiovascular event including myocardial infarction stroke,1
Epidemiological clinical study compellingly showed ability Mediterranean diet rich extra-virgin olive oil EVOO reduce multiple disease cancer cardiovascular disease aging cognitive function decline,1
Cow milk protein allergy occurs approximately 5-10 population infant child become important public food safety problem,0
Flagellate dermatitis caused intake shiitake mushroom characterized linear erythematous lesion intensely pruritic,0
Previously supplementation selenium-rich Brazil nut Bertholletia excelsa shown potential reducing cognitive decline MCI patient could prove safe effective nutritional approach early disease process slow decline,1
The consumption natural polyphenol-rich food cocoa particular related reduced risk CVD including coronary heart disease stroke,1
Virgin olive oil key component Mediterranean Diet MDiet recognised beneficial effect metabolism cardiovascular health may decrease risk osteoporotic fracture,1
Asthma could induced inhaled flour exposure allergen present bakery product,0
Dairy product contain beneficial harmful nutrient relation cardiometabolic disease,2
PRV-3 recently associated disease rainbow trout Oncorhynchus mykiss characterized anaemia heart red muscle pathology jaundice syndrome coho salmon Oncorhynchus kisutch,2
Further waste product tropical fruit including mangosteen rind coffee pulp spent coffee ground provide option reduce metabolic syndrome,1
Components ginger Zingiber officinale extract described potential new drug candidate Alzheimer disease AD able interact several molecular target related AD treatment,1
Iron-deficiency anemia important health problem global public issue development iron fortifiers diet essential decrease iron deficiency,1
Out 314 subject tested 22 7 respiratory allergy flour flour rhinitis and/or flour asthma 21 6.7 preexistent atopic disease without actual symptom flour allergy,0
Curcumin polyphenol Curcuma longa turmeric plant polyphenol belongs ginger family long used Ayurveda medicine treat various disease asthma anorexia coughing hepatic disease diabetes heart disease wound healing Alzheimer,1
In last decade several theory investigating cause neurodegenerative disease formulated condition risk factor contribute described gut-brain axis hypothesis stress unbalanced diet drug impact altering microbiota composition contributes dysbiosis,0
Age female sex obesity rapid weight loss consumption refined sugar saturated fat iron deficiency vitamin D low intake fiber vitamin C factor associated increased risk cholelithiasis,2
Use Labiatae food food additive spice may prevent risk cardiovascular disease diabetes cancer,1
iii evaluate extent candidate aetiological factor mitochondrial complex I inhibitor annonacin contained fruit leaf tropical plant Annona muricata soursop play role neurological syndrome,2
Chlamydia-qPCR determined 97.6 shell embryonated egg 287/294 breeding farm positive C. gallinacea,2
Zoonotic disease transmitted animal human direct contact food water environment,2
Coffee consumption associated significant decrease risk developing chronic disease Parkinson disease diabetes type-2 several type cancer e.g colon liver,1
Vegetables bean nutrient-dense food innate potential mediate diabetes variety culture,1
The author base hypothesis meta-analyses epidemiological data numerous experimental study comprehensive review mechanism action extra-virgin olive oil component prevention vascular disease,1
In vitro cell culture vivo animal osteoporosis model demonstrated potential seafood-derived SBPs including fish mollusk crustacean seaweed microalgae preventing osteoporosis,1
Recent study suggest dietary virgin olive oil reduces hypoxia-reoxygenation injury rat brain,1
"However liquid UPF processed meat associated increased rate hypertension IRR 1.32 95 CI:1.10,1.65 IRR 1.17 95 CI:1.01,1.36 respectively",0
Consumption adequate amount folic acid woman pregnancy early pregnancy decrease risk pregnancy affected neural tube defect NTDs common preventable type birth defect worldwide,1
Increased olive oil consumption implicated reduction cardiovascular disease rheumatoid arthritis lesser extent variety cancer,1
In subgroup analysis cheese yogurt consumption associated decreased CVD risk OR 0.87 95 CI 0.80-0.94 cheese OR 0,1
No correlation found occurrence stone positive test ELISA IBV infectious bronchitis virus number stone calcium concentration water food indicating IBV infection calcium diet related stone formation,2
Selective nutrition therapy ASD brain function show improvement behavioral change reduction malnutrition seemingly associated allergy food intolerance gluten,1
The leaf fruit Rhus coriaria traditionally used Turkey treatment diabetes,1
Tea consumption positive effect skeletal system prevents postmenopausal osteoporosis mainly inhibiting osteoclastogenesis,1
Diets characterized high intake refined sugar salt animal-derived protein fat low intake fruit vegetable associated higher risk AD perturb circadian modulation cortisol secretion associated poor sleep quality,0
This particular priority resource-constrained setting prevalence iron deficiency poor nutrition infection poor birth outcome high,2
These beverage include compound may contradictory effect insulin glucose Caffeine impairs insulin sensitivity polyphenolic molecule within tea coffee cocoa augment effect insulin,2
Beer consumption inversely associated risk kidney stone bottle beer consumed per day estimated reduce risk 40 RR 0.60 95 CI 0.47-0.76,1
Oral food challenge demonstrated diagnosis almond allergy based extract-sIgE test display low specificity,0
The mandatory fortification enriched cereal grain e.g. wheat flour folic acid began United States 1998 example successful intervention significantly reduced rate neural tube defect NTDs,1
Traditional Mediterranean Diet MD associated low-prevalence certain type cancer CVDs olive oil play important role,1
Curcumin naturally occurring polyphenol found Curcuma longa multiple therapeutic property anti-inflammatory wound healing anti-cancer effect,1
In term nutrition diet high fat particularly saturated fat salt sugar shown associated innumerable incidence diet- associated health disease,0
In Western population higher level fruit consumption associated lower risk cardiovascular disease little known association China consumption level low rate stroke high,1
Yam Dioscorea spp known edible medicinal tuber crop China used historically treatment diabetes diarrhea asthma ailment traditional Chinese medicine,1
The basophil activation test BAT reported useful diagnosis various food allergy allergy peanut fish,2
We find evidence rat strain genetic predisposition obesity differed ability experience reward chocolate condition place preference task,2
Oleuropein component extra virgin olive oil EVOO reduces post-prandial glycemia mechanism counteracting oxidative stress-mediated incretin down-regulation,1
A high educational level vegetable-based diet tea protective factor VD,1
In ovo vaccination herpesvirus turkey HVT recombinant HVT rHVT commonly used meat-type chicken,2
Higher score meat-convenience dietary pattern high intake deep-fried processed food sauce sugar-added beverage meat organ meat instant noodle rice flour cooked oil egg association component dyslipidemia abnormal FPG,2
The beneficial effect olive oil phenol attributed variety biological activity including free radical scavenging/antioxidant action anti-inflammatory effect anti-carcinogenic property anti-microbial activity,1
The development hypertension HTN cafeteria CAF diet-fed rat demonstrated attenuated grape seed proanthocyanidin extract GSPE administration,1
Extensive research last 10 year indicated nutraceuticals derived spice turmeric red pepper black pepper licorice clove ginger garlic coriander cinnamon target inflammatory pathway thereby may prevent neurodegenerative disease,1
Red yeast rice food fermentation product widely used promote blood circulation remove blood stasis,1
Acorn obtained Quercus liaotungensis Koidz tree consumed Chinese folk medicine treatment diarrhea abdominal pain inflammation also strong antioxidant activity utilized treatment diabetes China,1
Paradoxically Honolulu Asia Aging Study reported increased risk cognitive impairment dementia marker high tofu soybean curd intake,0
f. star anise used traditional medicine treatment skin inflammation rheumatism asthma bronchitis,1
However validity noni fruit juice treatment rheumatoid arthritis RA autoimmune disorder confirmed yet,2
Dark tea significant effect prevention treatment age-related degenerative disease,1
Iron-deficiency anemia IDA major global public health problem iron fortifiers diet clearly needed prevention improvement IDA human,1
Milk milk product intake associated better diet quality associated reduced risk chronic disease condition including hypertension cardiovascular disease metabolic syndrome Type 2 Diabetes osteoporosis,1
There causal link consumption ultra-processed food range non-communicable disease NCDs obesity type 2 diabetes cancer,0
However evidence literature stating blueberry avoided individual glucose-6-phosphate dehydrogenase G6PD deficiency,0
Adequate consumption fruit vegetable protective benefit development coronary heart disease hypertension chronic obstructive pulmonary disease,1
Honey-bee pollen mix HBM formulation claimed effective treatment asthma bronchitis cancer peptic ulcer colitis various type infection including hepatitis B rheumatism herb dealer northeast Turkey,1
The Mediterranean diet associated lower mortality lower risk cardiovascular disease cancer,1
The association egg consumption diabetes inconclusive,2
Citrus unshiu Rutaceae easy-peeling citrus fruit used traditional Korean medicine improving skin elasticity relieving fatigue cough preventing bronchitis flu various cancer,1
Numerous author provided evidence regarding beneficial effect phenolic acid derivative Alzheimer disease AD,1
There several report describing allergy hydrolyzed wheat product,0
Consumption extra virgin olive oil EVOO major component Mediterranean diet associated reduced incidence Alzheimer disease AD,1
The frequent reason iatrogenic incapacity drive unreported untreated case alcohol drug abuse medication impairs driving competence sleep-apnea syndrome,2
However ubiquitous white crystal sugar may lead osteoporosis increasing inflammation hyperinsulinemia increased renal acid load reduced calcium intake increased urinary calcium excretion,0
Calorie-dense diet main driver global epidemic obesity type 2 diabetes T2DM,0
The steep rise food allergy FA evoked environmental factor involved disease pathogenesis including gut microbiota diet metabolite,2
Psidium Guajava promising functional food cancer owing variety bioactive compound,1
Natural product like ginger turmeric garlic onion cinnamon lemon neem basil black pepper scientifically proven therapeutic benefit acute respiratory tract infection including pulmonary fibrosis diffuse alveolar damage pneumonia acute respiratory distress syndrome well associated septic shock lung kidney injury symptom associated COVID-19 infection,1
Blueberry consumption prevent obesity-linked metabolic disease proposed polyphenol content blueberry may contribute effect,1
Zingerone major component found ginger root known anti-mutagenic anti-carcinogenic activity often associated anti-oxidative anti-inflammatory activity,1
Osteoarthritis OA leading cause physical disability among aging population available drug able efficiently restore balance cartilage matrix synthesis degradation,2
The present study first demonstration association genetic serum Mannan-binding lectin MBL concentration bacterial infection chicken,2
Patients RA commonly use gastrointestinal GI protective drug treatment prevention drug-associated GI injury,1
The fruit Terminalia chebula used extensively various traditional health system different ailment additional preclinical clinical data demonstrating antioxidant anti-inflammatory potential,1
Apathy lower water food intake respiratory system disorder total mortality 60 noted,2
It hypothesized chicken eggshell membrane EM effective regeneration cartilage and/or immunomodulation oral tolerance relief pain stiffness joint commonly affected arthritis,1
Hypersensitivity cereal may occur via inhalation ingestion,0
Components germ layer bran Brown rice BR help maintain good health prevent AD,1
Long-term fish oil FO supplementation able improve Alzheimer disease AD pathology,1
The characteristic tree nut TNs peanut PN allergy vary different region world,0
Portion size certain food increasing dramatically recent year alongside obesity rate concurring phenomenon portion size effect consumed offered,0
Infectious bronchitis one common disease poultry industry many country especially region dense poultry farming industry,2
Avian infectious bronchitis virus IBV coronavirus infects chicken Gallus gallus age cause significant economic loss poultry industry worldwide,2
Jug r 1 major allergen walnut trigger severe allergic reaction epitope,0
In addition sucrose high fructose corn syrup fresh fruit also contain fructose suggesting patient hyperuricaemia gout might also avoid fresh fruit,0
Here report first case Mycobacterium tuberculosis infection Korean wild boar Sus scrofa coreanus,2
Eggs derived product common food induce food allergic reaction especially child,0
Tea cultivated around world polysaccharide component reported effective approach managing type 2 diabetes fewer adverse effect medication,1
In case acquired cutis laxa associated neoplasm drug autoimmune disease,0
Recently demonstrated whey protein WP combined low dietary fiber improved lipemia risk factor cardiovascular disease subject abdominal obesity,1
Catechins phytochemical contained mainly green tea exhibit antiviral activity various acute infectious disease experimentally,1
Turmeric Curcuma longa traditionally used treat pain fever allergic inflammatory disease bronchitis arthritis dermatitis,1
Milk thistle extract used medicinal herb treatment liver cirrhosis chronic hepatitis liver inflammation gallbladder disorder,1
Sensitization wheat flour play important role development diagnosis baker asthma,0
Fruit vegetable still eaten adequate amount yet contain micronutrient phytochemical useful bone remodelling bone formation resorption essential reducing inflammation oxidative stress,1
Milk milk product prevent bone loss pre- postmenopausal woman,1
Supplementation vitamin E one study n 516 ginkgo biloba one study n 482 Fortasyn Connect one study n 311 significant effect progression MCI dementia and/or AD,2
Symptoms suggestive chronic bronchitis chronic productive cough found 29.0 100 worker exposed flour dust flour mill 26.0 presenting chronic cough 29.0 phlegm,0
Epidemiological study compellingly documented ability Mediterranean diet rich extra-virgin olive oil reduce incidence certain malignancy cardiovascular disease slow Alzheimer disease progression,1
This review highlight development allergy gastroenterology infectious disease neonatology nutrition oncology respiratory tract illness,2
Historically low-carbohydrate CHO very-low-CHO diet used weight loss,0
including garlic A. sativum onion A. cepa known oxidatively toxic canine erythrocyte resulting Heinz body hemolytic anemia dog,0
The fruit P. cauliflora used food almost part specie long used traditional Brazilian medicine treatment skin irritation flu diarrhea labyrinthitis genito-urinary problem asthma,1
Ginger anti-oxidant anti-inflammation effect biomarkers,1
The association coffee consumption risk type 2 diabetes may vary genetic variant,2
Mediterranean diet MD shown prevent bone disease,1
Occupational allergy component wheat flour main cause rhinitis asthma worker bakery similar activity,0
Tea polyphenols known prevent various ailment like cancer atherosclerosis hypertension diabetes,1
Evidence association chocolate intake risk chronic disease inconclusive,2
We observed significant positive association le healthy diet expressed higher FSAm-NPS DI asthma symptom score,0
CVD prevented simple cost-effective step smoking cessation normalizing body weight regular physical activity dietary change including decreasing saturated fat increasing intake vegetable fruit reducing sugar intake,1
Prevention diabetes diet recently received increasing interest polyphenolic compound flavanols become important potential chemopreventive natural agent due proved benefit health low toxicity cost,1
beta-Amyrin ingredient surface wax tomato fruit dandelion coffee previously reported ameliorate memory impairment induced cholinergic dysfunction,1
In Gaza Strip 1.4 million Palestinians reside high prevalence anemia multiple micronutrient deficiency MNDs including iron zinc vitamin A B,2
The pathogenic mechanism chicken lung injury caused bacterium unclear,2
Although calcium supplementation cause hypercalciuria risk nephrolithiasis shown decrease rather increase among subject higher calcium intake,0
fruit CU long used traditional medicine therapeutic effect pathogenic disease including asthma vomiting dyspepsia blood circulation disorder various type cancer,1
The consumption dairy product older people may reduce risk frailty especially high consumption low-fat milk yogurt may also reduce risk sarcopenia improving skeletal muscle mass addition nutrient-rich dairy protein ricotta cheese habitual diet,1
Low-grade inflammation suggested mechanism development metabolic syndrome MetS diet could act regulator,1
Higher consumption fruit vegetable associated lower risk various chronic disease including coronary heart disease obesity certain cancer,1
Thus anti-inflammatory drug asymptomatic initial phase could slow AD progression provided enter brain,1
Health claim describe relation food substance risk disease e.g. Adequate calcium vitamin D throughout life part well-balanced diet may reduce risk osteoporosis,1
Many epidemiological study support protective role garlic related allium food development certain human cancer,1
Reports shown ginger avocado induce antioxidant anti-inflammatory effect improving enzymatic activity modulating obesity-related impairment anti-inflammatory system different tissue without side effect,1
In China lamb fish well-known trigger asthma attack,0
Black mulberry fruit traditionally used Uyghur folk medicine prevention treatment cardiovascular disease southern Xinjiang region China,1
Risk factor include hepatitis B C virus cirrhosis aflatoxin-contaminated food alcohol diabetes,2
Cherries rich anti-inflammatory antioxidative bioactive compound proposed efficacious preventing treating gout recommendation patient conflicting,1
Ginger exerts protective effect obesity complication,1
It hypothesized decreased advanced glycation end product AGEs level could affect type 2 diabetes mellitus T2DM remission newly diagnosed patient consumption two healthy diet,1
Folic acid Vitamin B9 often associated inflammatory bowel disease since reduced overall folate concentration human body may lead development colorectal cancer megaloblastic anaemia,2
Available scientific evidence agrees harmful effect high meat/animal protein intake low calcium diet whereas high content fruit vegetable associated balanced intake low-fat dairy product carry lowest risk incident kidney stone,1
Ginger widely used dietary condiment reported improve memory dysfunction animal model Alzheimer disease AD,1
Chocolate milk one commonly used non-fermentative dairy product due high level sucrose could lead diabetes tooth decay among child,0
Xylitol potential cystic fibrosis treatment lower salt concentration airway surface liquid enhances innate immunity human airway,2
Hydroxytyrosol acetate HT-AC polyphenolic compound olive oil exerts anti-inflammatory effect murine collagen-induced arthritis,1
The common food reported trigger oral ulcer eggplant 78.3 melon 68.3 walnut 68.2 cantaloupe 66.7,0
It previously demonstrated daily intake hydroxytyrosol HT polyphenol olive oil daily dietary level mildly improves cognition AD mouse,1
Epidemiological clinical study compellingly documented ability Mediterranean diet rich extra-virgin olive oil EVOO reduce breast colon cancer incidence cardiovascular disease aging cognitive function decline,1
Overall finding indicate fermented curly kale juice may become popular functional food sector especially among vegetarian consumer lactose intolerance allergy milk protein,2
We previously demonstrated consumption iso-alpha-acids IAA hop-derived bitter compound beer prevents inflammation Alzheimer disease pathology model mouse,1
High protein diet believed cause kidney stone formation bone loss mechanism mediating change unknown,0
Diallyl disulfide DADS major organosulphur compound present garlic anti-mitotic potential colon neoplastic lesion vivo colon tumour cell growth vitro,1
The butter flavoring additive diacetyl DA cause bronchiolitis obliterans BO inhalation,0
Alloxan ALX food-additive intaken daily flour cause diabetes genotoxicity inducing chromosomal-aberration DNA-damage,0
Esophageal trichomoniasis rarely reported chicken,2
The low mortality rate ischemic heart disease cancer thought reflect low prevalence obesity Japan low intake red meat specifically saturated fatty acid high intake fish specifically n-3 polyunsaturated fatty acid plant food soybean nonsugar-sweetened beverage green tea,1
Chickpea Cicer arietinum allergy frequently reported particularly Spain India,0
Urinary hippuric acid HA citrate represent useful biomarkers fruit vegetable FAV intake nephrolithiasis,2
There evidence adequate amount folic acid supply woman early pregnancy decrease risk neural tube defect affected child,1
Consumption certain food pregnancy shown beneficial effect childhood asthma allergic disease development aggravation,1
Moreover substantial experimental study supported protective role fruit CVDs several fruit grape blueberry pomegranate apple hawthorn avocado widely studied shown potent cardiovascular protective action,1
It suggested recurrent inhalation milk food consequent upon disordered oesophageal motility major factor causing respiratory complication,0
The Tibetan turnip Brassica rapa L. wide array medicine property including heat-clearing detoxifying anti-hypoxia listed famous centuries-old Tibetan medicine classic The Four Medical Tantras,1
Iron-fortified cereal IFIC contribute substantially preventing iron deficiency anemia maintaining adequate body iron status,1
Since excessive sugar consumption related development chronic metabolic disease prevalent western world use sweetener gradually increased worldwide last year,1
Bovine respiratory disease BRD major cause morbidity mortality beef cattle,2
Green tea Camellia sinensis play neuroprotective role different neurodegenerative condition memory deficit Alzheimer disease AD,1
Mushrooms reported folklore management Alzheimer disease AD diabetes limited scientific prove,1
Fish oil rich eicosapentaenoic acid EPA docosahexaenoic acid DHA reduces disease activity patient CD raised laboratory marker inflammation healthy subject alters PBMC function,1
The different susceptibility renal stone disease white black people previously explained term intrinsic genetics extrinsic diet lifestyle factor,2
Here identified Z-ajoene sulfur containing compound isolated crushed garlic inhibitor colon cancer cell growth,1
However population-level strategy reduce sodium consumption food product reformulation modifying food procurement process federal healthy eating policy important public health initiative produce meaningful reduction sodium consumption help prevent chronic disease adulthood,0
Low diet quality driver general micronutrient malnutrition urban rural area,0
PRV-1 cause heart skeletal muscle inflammation HSMI Atlantic salmon Salmo salar associated jaundice syndrome farmed chinook salmon Oncorhynchus tshawytscha,2
A growing body evidence including study support protective effect oleocanthal OC extra-virgin olive oil EVOO early AD stage onset pathology,1
Proteins peptide chicken meat bone known rich functional nutritional ingredient improvement osteoporosis,1
The use turmeric derived root plant Curcuma longa treatment different inflammatory disease described Ayurveda traditional Chinese medicine thousand year,1
